ComunidadID,PreguntaID,Pregunta,A,B,C,D
NV2024,23,"En el documento de voluntades anticipadas de Navarra, podemos incluir
instrucciones sobre los tratamientos y/o cuidados que deseo recibir en las
siguientes situaciones:",Cuidados paliativos.,Eutanasia.,Donación de órganos.,Todas son ciertas.
NV2024,24,"Según el Código Deontológico de la Enfermería Española, señala la respuesta
falsa:","La Enfermera/o nunca empleará, ni consentirá que otros empleen, medidas de
fuerza física o moral para obtener el consentimiento del paciente. En caso de
ocurrir así, deberá ponerlo en conocimiento de las autoridades sanitarias y del
Colegio Profesional respectivo con la mayor urgencia posible.","Cuando la persona enferma no esté en condiciones físicas o psíquicas de prestar
su consentimiento, la Enfermera/o no está obligada/o a buscarlo a través de los
familiares o allegados a éste.","Es deber de la Enfermera/o compartir con sus colegas aquellos conocimientos y
experiencias que puedan contribuir al mejor servicio de los enfermos y al
fortalecimiento de la profesión.","La Enfermera/o deberá valorar sus propias necesidades de aprendizaje, buscando
los recursos apropiados y siendo capaz de autodirigir su propia formación."
NV2024,25,¿Cuál de las siguientes es una medida estadística de dispersión?,Percentil.,Cuartil.,Rango.,Mediana.
NV2024,26,"¿Cuál de las siguientes condiciones debe cumplir la muestra para que sea
representativa de la población?",Los elementos de la muestra deben extraerse de la población.,"Debe incluir todas las variables esenciales de las características de los elementos
de la población.","Debe haber la misma proporción de las características en la muestra que en la
población.",Todas las respuestas anteriores son correctas.
NV2024,27,"De los instrumentos utilizados para evaluar la evidencia científica, señale de
las siguientes afirmaciones cuál es correcta:",Los criterios AGREE se utilizan para guías de práctica clínica.,Los criterios QUORUM son utilizados para revisiones sistemáticas.,Los criterios CONSORT son utilizados para los ensayos clínicos.,Todas las respuestas son correctas.
NV2024,28,"En relación a las técnicas de recogida de datos, ¿cuál no forma parte de las
técnicas cualitativas?",Encuesta.,Observación.,Grupo focal.,Entrevista en profundidad.
NV2024,29,Los planes de cuidados estandarizados son aquellos que:,Individualizan los cuidados.,Se diseñan para esquematizar los cuidados en una situación tipo.,Se diseñan para situaciones muy diferentes que no tienen aspectos en común.,Ninguna es correcta.
NV2024,30,"La delimitación del alcance y los objetivos de una Guía de Práctica Clínica es
una etapa crucial en su elaboración. El resultado final será un documento claro,
preciso y estructurado que incluya los siguientes aspectos. Señale la respuesta
incorrecta:",Justificación.,Objetivos generales y específicos.,Descripción detallada de los pacientes objeto de estudio.,"No contemplará en ningún caso el ámbito o contexto de aplicación, para no
disminuir las opciones de uso."
NV2024,31,El término Proceso de Atención de Enfermería fue creado por:,Betty Neuman.,Lydia E. Hall.,American Nurse´s Association (ANA).,Jean Watson.
NV2024,32,"Según la North American Nursing Diagnosis Association, el enunciado
“disposición para mejorar…” hace referencia a los diagnósticos de enfermería:",Reales.,Potenciales.,De riesgo.,De promoción de la salud.
NV2024,33,"En cuanto a la Clasificación de Resultados (NOC), al puntuar los indicadores y
resultados alcanzados por el paciente en respuesta a las intervenciones de
enfermería:",Se utiliza una escala tipo Likert de 6 puntos (de 0 a 5).,Se utiliza una escala tipo Likert de 5 puntos (de 0 a 4).,Se utiliza una escala tipo Likert de 5 puntos (de 1 a 5).,El “0” refleja la peor puntuación posible.
NV2024,34,La pirámide tipo bulbo es típica de:,Poblaciones con alta mortalidad infantil.,Poblaciones con baja natalidad.,Poblaciones subdesarrolladas.,Poblaciones con baja esperanza de vida.
NV2024,35,Identifica el denominador de la Tasa Global de Fecundidad General:,Mujer en edad fértil.,Población total media.,Recién nacidos vivos.,Mujeres gestantes.
NV2024,36,La planificación sanitaria a largo plazo se define como:,Operacional.,Táctica.,Decisiva.,Estratégica.
NV2024,37,¿Para qué se utiliza el método Hanlon en planificación sanitaria?,Determinar prioridades.,Determinar objetivos.,Ejecutar el plan de acción.,Realizar el análisis de situación.
NV2024,38,"Según la Estrategia de Atención a la demencia y otras enfermedades
degenerativas del Plan de Salud de Navarra 2014-2020, no es un programa de
salud de esta estrategia:","Programa específico de Capacitación y Apoyo a la Persona cuidadora de pacientes
con Deterioro Cognitivo.",Programa de atención y rehabilitación del Ictus.,Programa de atención al Parkinson y otros trastornos del movimiento.,Programa de atención a Enfermedades Neuromusculares.
NV2024,39,"Respecto al Programa de Detección Precoz de cáncer de cuello de útero es
erróneo:",El programa se dirige a mujeres asintomáticas entre 35 y 65 años.,Se realiza cada 5 años.,"La prueba es muy sencilla y con ella se detecta el virus Epstein-Barr en el fluido
vaginal.","Con la muestra se puede encontrar material genético del virus de los serotipos de
alto riesgo responsables del cáncer de cuello de útero."
NV2024,40,"No es un objetivo general de la Estrategia Navarra de atención integrada al
paciente crónico y pluripatológico:",Mejorar los resultados en salud y la calidad técnica de la atención.,Contribuir a la sostenibilidad del sistema asistencial.,Mejorar la satisfacción de los pacientes crónicos con la atención recibida.,"Promover una cultura de mejora continua de los procesos orientados al uso de
tecnología basada en inteligencia artificial."
NV2024,41,"Según la Estrategia Navarra de atención integrada paciente crónico y
pluripatológico, las modalidades de atención según severidad de los pacientes
se ajustarán a los principios de la proporcionalidad de los cuidados de:",La pirámide de Kaiser.,La pirámide de Domiciano.,La pirámide de Pertinax.,Ninguna es correcta.
NV2024,42,El punto de partida de la cadena epidemiológica es:,El agente causal.,El reservorio.,El huésped susceptible.,La fuente de infección.
NV2024,43,"Respecto a la epidemiología general de las enfermedades transmisibles, señale
la opción incorrecta:",Contagiosidad es la capacidad de propagación del agente etiológico.,"Endemia es la aparición de más casos de los esperados para un período y lugar
determinados.","Infectividad es la capacidad del agente microbiano para invadir y multiplicarse en
el huésped.",Pandemia es una epidemia que afecta a muchos países o varios continentes.
NV2024,44,Es una enfermedad importada de declaración obligatoria en España:,Paludismo.,Botulismo.,Salmonelosis.,Varicela.
NV2024,45,"Según los datos publicados por la Organización Mundial de la Salud (OMS),
¿cuál de las siguientes afirmaciones sobre los factores de riesgo para las
enfermedades no transmisibles es incorrecta?","Consumo de tabaco, inactividad física, alimentación poco saludable y consumo
nocivo de alcohol son factores de riesgo comportamentales modificables.","Hipertensión arterial, hiperglucemia, hiperlipidemia y, sobrepeso y obesidad son
factores de riesgo metabólicos.",La contaminación atmosférica es el principal factor de riesgo ambiental.,"En lo que respecta a las muertes atribuibles, el principal factor de riesgo
metabólico a nivel mundial es la hiperlipidemia."
NV2024,46,"Teniendo en cuenta los principios generales respecto al intervalo mínimo en la
administración no simultánea de vacunas distintas, ¿cuál de las siguientes
asociaciones (tipo de vacuna: intervalo mínimo) es correcta?",Entre dos vacunas inactivadas: ninguno.,Entre dos vacunas atenuadas parenterales: ninguno.,Entre una vacuna inactivada y una vacuna atenuada: 4 semanas.,Las respuestas b) y c) son correctas.
NV2024,47,"La aplicación de las precauciones estándar durante la atención al paciente no
incluye:",Higiene de manos.,Utilización de guantes.,Mascarilla FFP2 y protección ocular dependiendo de la exposición prevista.,Prácticas de inyección seguras: no reencapuchar agujas.
NV2024,48,"¿Cuál de los siguientes enunciados describe mejor los objetivos de la visita
domiciliaria en enfermería?",Proporcionar cuidados médicos especializados en el hogar del paciente.,Evaluar la calidad del ambiente del hogar del paciente.,Evaluar la seguridad y el estado funcional del paciente en su entorno domiciliario.,Realizar procedimientos invasivos en el domicilio del paciente.
NV2024,49,"Según la Ley de Promoción de la Autonomía Personal y Atención a las personas
en situación de dependencia, éstas tienen derecho:",A decidir libremente sobre el ingreso en centro residencial.,"Al ejercicio pleno de sus derechos jurisdiccionales en el caso de internamientos
involuntarios, garantizándose un proceso contradictorio.",Al ejercicio pleno de sus derechos patrimoniales.,Todas son correctas.
NV2024,50,¿Qué es el test de Aldrete?:,Una escala de uso geriátrico.,Un test que valora la perfusión distal de miembros inferiores.,Un test para valorar la recuperación post-anestésica.,Un test de valoración de vía aérea.
NV2024,51,¿Cuál de estos dispositivos de drenado funciona siempre por gravedad?:,Kher.,Redón.,Pleur-Evac ®.,Todas son correctas.
NV2024,52,"¿A partir de qué concentración sérica de sodio en sangre se define la
hiponatremia?:",< 115 mEq/l.,< 135 mEq/l.,< 105 mEq/l.,< 125 mEq/l.
NV2024,53,"Cuando los niveles de potasio sérico están por debajo de 3,5 mEq/l., la causa
más frecuente es:","Vómitos, diarrea y el uso de diuréticos.",Insuficiencia renal.,Debilidad muscular.,Todas son ciertas.
NV2024,54,"La recomendación de Flebitis Zero para la antisepsia cutánea previa a la
inserción de un catéter periférico es preparar la piel limpia con:","Clorhexidina alcohólica > 0,5%.","Clorhexidina acuosa > 0,5%.","Clorhexidina acuosa > 0,2%.","Clorhexidina alcohólica al 0,2%."
NV2024,55,"¿Qué valor del Indice tobillo brazo (ITB) sugiere una enfermedad arterial
periférica (EAP)?","Menor de 0,9.","Mayor de 0,9.","Menor de 1,3.","Entre 0,9 y 1,3."
NV2024,56,"En relación con el catéter de Swan-Ganz, señale la opción falsa:","Permite monitorizar parámetros hemodinámicos fundamentales para el control
del paciente crítico.",Permite calcular el gasto cardíaco.,Permite medir la temperatura central.,El catéter debe alojarse en el ventrículo izquierdo.
NV2024,57,"¿Qué es recomendable hacer para evitar infecciones del tracto urinario según
el proyecto ITU-Zero?:","Usar antimicrobianos profilácticos en la inserción, mantenimiento o retirada de la
sonda uretral.",Realizar lavados vesicales.,Utilizar una técnica estéril de inserción.,Cambio de forma rutinaria y periódica de la sonda uretral.
NV2024,58,La enfermedad de Alzheimer se caracteriza por:,Es más frecuente en mujeres.,Es una demencia cortical.,"Entre sus manifestaciones destacan: anomia, amnesia, apraxia, afasia y
agnosia.",Todas son correctas.
NV2024,59,Señale la opción correcta respecto a la localización del hematoma subdural:,Entre el cráneo y la duramadre.,Entre la duramadre y la aracnoides.,Entre la aponeurosis y la duramadre.,Ninguna es correcta.
NV2024,60,"Si durante la instilación ótica de líquido para la extracción de un tapón, el
paciente nos indica que nota agua en la boca, debemos:",Sentarlo para que trague mejor e instilar con agua templada.,Colocarlo en decúbito lateral contrario al oído instilado.,Interrumpir la instilación.,Aspirar con fuerza para recuperar el líquido.
NV2024,61,¿Con cuál de las siguientes pruebas podemos valorar las discromatopsias?,Test de Snellen.,Test de Ishihara.,Test de Allen.,Carta de Jaeger.
NV2024,62,"La articulación del cúbito con el radio, por su grado de movilidad, podemos
clasificarla como:",Sinartrosis.,Sindesmosis.,Anfiartrosis.,Diartrosis.
NV2024,63,"El tiempo máximo recomendado de transfusión de un concentrado de hematíes
para reducir el riesgo de contaminación bacteriana es de:",6 h.,3 h.,4 h.,2 h.
NV2024,64,"Indique cuál es la posición más adecuada en un paciente para realizar una
punción, para administrar medicación intratecal:","Decúbito supino con la cabeza ladeada hacia el lado contrario a quien realiza la
punción.",Decúbito prono con los brazos por encima de la cabeza.,Decúbito lateral con cabeza y rodillas flexionadas hacia el abdomen.,Ninguna es correcta.
NV2024,65,"De los siguientes tipos de sondas, ¿cuál es la indicada para la compresión de
las varices esofágicas sangrantes?",Salem.,Sengstaken-Blakemore.,Miller-Abbot.,Levin.
NV2024,66,Las heces que se expulsan por una cecostomía son:,No se expulsan heces.,Semisólidas y escasas.,Líquidas y continuas.,Sólidas.
NV2024,67,¿Cuál es el patrón electrocardiográfico del infarto agudo de miocardio anterior?,Elevación del segmento ST en las derivaciones V5 y V6.,Elevación del segmento ST en las derivaciones V3 y V4.,Elevación del segmento ST en las derivaciones V1 y V2.,"Elevación del segmento ST en las derivaciones II, III y aVF."
NV2024,68,"¿Cuál es la hormona responsable de estimular la reabsorción de sodio y agua
en el riñón?:",Aldosterona.,Testosterona.,Cortisol.,lnsulina.
NV2024,69,Señale la opción correcta respecto a la vitamina E o Tocoferol:,Su carencia provoca hemorragias.,Tiene función antioxidante.,Su fuente principal es el hígado.,Su exceso provoca aumento de coloración en la piel.
NV2024,70,"Según la Organización Mundial de la Salud (OMS), una persona tiene sobrepeso
si:",No tiene el peso ideal para su altura.,"Si su índice de masa corporal (IMC) está entre 30 y 34,9.","Si su índice de masa corporal (IMC) está entre 25 y 29,9.","Si su índice de masa corporal (IMC) está entre 20 y 24,9."
NV2024,71,"Dentro de las enfermedades de declaración obligatoria se encuentran entre
otras, las enfermedades de transmisión alimentaria. Son enfermedades de
transmisión alimentaria todas, excepto:",Listeriosis.,Legionelosis.,Salmonelosis.,Triquinosis.
NV2024,72,Que un medicamento sea de margen terapéutico estrecho significa que:,No tiene interacciones.,Es costoso y poco utilizado.,La dosis terapéutica y dosis tóxica están muy próximas.,Solo es de uso hospitalario.
NV2024,73,"Los medicamentos peligrosos (MP) son aquellos medicamentos que presentan
una o más de las características de peligrosidad en humanos. ¿Cuál de las
siguientes no es una característica de los MP?",Carcinogenicidad.,Genotoxicidad.,Teratogenicidad u otra toxicidad para el desarrollo.,Toxicidad en órganos a altas dosis.
NV2024,74,"A Lucas, paciente pediátrico, le pautan Rifampicina 240 mg vía oral cada 24
horas. De farmacia envían Rifampicina suspensión oral al 2%, frasco con 120
ml. ¿Cuántos mililitros debe administrarle cada día?",3 ml.,6 ml.,12 ml.,24 ml.
NV2024,75,"Son antibióticos que pertenecen al grupo de los macrólidos los siguientes,
excepto:",Estreptomicina.,Eritromicina.,Claritromicina.,Azitromicina.
NV2024,76,"Respecto a las reacciones adversas de los fármacos, ¿cuál de las siguientes
asociaciones (antibiótico: síndrome) es correcta?",Vancomicina: Síndrome gris del recién nacido.,Cloranfenicol: Síndrome del hombre rojo.,Rifampicina : Síndrome pseudogripal.,Azitromicina : Síndrome del conejo.
NV2024,77,"De las siguientes vacunas, ¿cuál se recomienda administrar durante el
embarazo?",Varicela.,Fiebre amarilla.,"Difteria, tétanos, tosferina.",Herpes Zoster.
NV2024,78,La localización más frecuente de un embarazo ectópico es:,Cervical.,Abdominal.,Porción ampular de la trompa.,Ovárico.
NV2024,79,¿Cuál de las siguientes no es una fase de la primera etapa del parto?,Latente.,Activa.,De transición.,Final.
NV2024,80,"La ausencia total de espermatozoides en un estudio semiológico, se denomina:",Azoospermia.,Aspermia.,Astenozoospermia.,Oligozoospermia.
NV2024,81,El vaso sanguíneo que transporta la sangre oxigenada al feto es:,Arteria aorta.,Vena pulmonar.,Vena umbilical.,Arteria pulmonar.
NV2024,82,"Niña que nace en la semana 41 de gestación y ha pesado 3.900 gramos. Según
la edad gestacional y el peso al nacer, clasificamos a ésta como:",Recién nacida postérmino y con normopeso.,Recién nacida pretérmino y de bajo peso.,Recién nacida postérmino y macrosómica.,Recién nacida a término y con normopeso.
NV2024,83,El agente etiológico principal de la bronquiolitis en los niños es:,Virus sincitial respiratorio.,Haemophilus influenzae tipo B.,Streptococcus del grupo A.,Virus parainfluenza 1 y 2.
NV2024,84,"Respecto a los cambios en el sistema tegumentario en el anciano, es correcto
que:","Aumenta el colágeno total a medida que aumenta la edad, disminuyendo la
rigidez.","Disminuye el número de capilares cutáneos, dando lugar a palidez y alteración en
el proceso de cicatrización.","Aumentan las secreciones sebáceas y sudoríparas, dando lugar a hiperhidrosis.","Aumenta la actividad de las elastasas que junto al aumento de colágeno provoca
la fragmentación de la piel."
NV2024,85,"La incontinencia urinaria en la que hay un escape de pequeñas cantidades de
orina en una vejiga demasiado llena, se denomina:",Incontinencia de esfuerzo.,Tenesmo vesical.,Incontinencia refleja.,Incontinencia por rebosamiento.
NV2024,86,"Respecto al Indice de Barthel, identifica la respuesta correcta:",Los cambios se califican de 10 en 10 puntos.,"La puntuación final obtenida varía de 0 a 100 puntos, correspondiendo a 100 la
máxima dependencia y a 0 puntos la máxima independencia.","Una puntuación menor de 60, implica independencia.","Asigna puntuaciones de 0, 5, 10 y 15, en función del tiempo empleado y la
necesidad de ayuda para realizar las actividades básicas de la vida diaria."
NV2024,87,"En cuanto a la administración de sulfato ferroso en el anciano por vía oral, el
profesional de enfermería, tendrá en cuenta que:",Para minimizar las molestias gastrointestinales debe tomarse con las comidas.,"La toma de una sola dosis diaria aumenta el riesgo de estreñimiento y la irritación
gástrica, por lo que es recomendable fraccionar la dosis.",Debe vigilar como efecto secundario más frecuente la aparición de eritema.,"Es mejor utilizar formulaciones de absorción lenta porque se absorberá mejor,
dada la motilidad intestinal reducida en el anciano."
NV2024,88,"En la reacción de lucha o huida, identifica la respuesta correcta:",Las pupilas se contraen.,Aumenta la motilidad intestinal.,Disminuye la frecuencia respiratoria.,Disminuye la formación de orina.
NV2024,89,"La acatisia como efecto extrapiramidal de los antipsicóticos, se caracteriza por:",Rigidez muscular.,Inquietud e imposibilidad por estar quieto.,Temblor y marcha arrastrada.,Movimientos lentos y rigidez en rueda dentada.
NV2024,90,"En cuanto a la terapia electroconvulsiva (TEC) que se aplica en el trastorno
depresivo, identifica la respuesta correcta:","Se recomienda su uso como primer tratamiento de la depresión mayor no psicótica
no complicada.","No está indicada en pacientes con riesgo inminente de suicidio o con ideas
delirantes peligrosas.","Los efectos adversos más frecuentes son pérdida de memoria transitoria y
confusión mental.","Su mecanismo de acción exacto es la disminución de la concentración de
neurotransmisores circulantes en el encéfalo, mecanismo por el cual alivia la
depresión."
NV2024,91,"Un paciente acude a consulta y comenta que padece de “Algofobia”. Este
trastorno se caracteriza por tener:",Miedo a las agujas y objetos punzantes.,Miedo a sufrir dolor.,Miedo a las inyecciones y la inoculación de gérmenes.,Miedo a los hospitales.
NV2024,92,"Una niña de 4 años le dice a la enfermera: «cuando crezca me casaré con mi
padre». ¿Qué etapa del desarrollo psicosexual de Freud describe esta
afirmación?",Fálica.,Anal.,Latente.,Genital.
NV2024,93,"Son aspectos verbales que mejoran la escucha activa las siguientes, excepto:",Mantener el contacto visual y asentir con la cabeza cuando se esté de acuerdo.,Favorecer que las personas expresen sus preocupaciones sin interrupciones.,Indagar sobre dificultades y facilitar la búsqueda de soluciones.,Clarificar las exposiciones con preguntas para la reflexión.
NV2024,94,¿Cuál es el elemento más importante del triángulo de evaluación pediátrica?,Apariencia.,Trabajo respiratorio.,Circulación cutánea.,Ninguno de los anteriores.
NV2024,95,"Con respecto a la hipotermia, señala la respuesta correcta:","La ingesta de alcohol aumenta la susceptibilidad porque causa vasodilatación
sistémica.","Todos los fármacos aumentan la capacidad de tiritar y favorecen la capacidad del
cuerpo para generar calor.",La fatiga y la falta de sueño no se asocian con el desarrollo de hipotermia.,"Las víctimas de traumatismo en tratamiento con líquidos fríos y oxígeno sin
calentar, no están en riesgo de padecerla."
NV2024,96,"Identifica la respuesta correcta respecto al orden a seguir en la evaluación
primaria en un paciente politraumatizado:","Asegurar la permeabilidad de la vía aérea con control cervical, control de la
hemorragia, asegurar una correcta ventilación/oxigenación, breve valoración
neurológica y desnudar al paciente previniendo la hipotermia.","Controlar la hemorragia, control cervical asegurando la permeabilidad de la vía
aérea, asegurar la correcta ventilación/oxigenación, desnudar al paciente
previniendo la hipotermia y breve valoración neurológica.","Desnudar al paciente previniendo la hipotermia, control de la hemorragia,
asegurar la permeabilidad de la vía aérea con control cervical, asegurar una
correcta ventilación/oxigenación y breve valoración neurológica.","Asegurar la permeabilidad de la vía aérea con control cervical, asegurar una
correcta ventilación/oxigenación, control de la hemorragia, breve valoración
neurológica y desnudar al paciente previniendo la hipotermia."
NV2024,97,"Respecto al tratamiento al paciente con intoxicación por paracetamol, identifica
la respuesta correcta:","Puede ser necesario someter al paciente a hemodiálisis, actuación que elimina el
paracetamol pero no detiene el daño hepático.",Administrar al mismo tiempo el carbón activado y la N-acetilcisteína.,"No está indicado el lavado gástrico aunque haya transcurrido menos de una hora
después de la ingesta con carbón activado.",Habrá que evitar que el paciente consciente vomite.
NV2024,98,Son signos y síntomas del shock hemorrágico:,"Piel fría y seca, aumento de la tensión arterial, aumento de la frecuencia cardíaca,
retraso del relleno capilar y disminución del volumen de orina.","Piel húmeda y fría, aumento de la tensión arterial, disminución de la frecuencia
cardíaca, relleno capilar mantenido y disminución del volumen de orina.","Piel húmeda y fría, disminución de la tensión arterial, aumento de la frecuencia
cardíaca, retraso del relleno capilar y disminución del volumen de orina.","Piel fría y seca, disminución de la tensión arterial, disminución de la frecuencia
cardíaca, relleno capilar mantenido y aumento del volumen de orina."
NV2024,99,El antídoto del Midazolam es:,Naloxona.,N-acetilcisteína.,Flumazenilo.,Glucagón.
NV2024,100,"De las siguientes opciones relativas al uso del desfibrilador semi automático
(DESA), ¿cuál es la correcta?","En niños menores de 8 años sólo se emplearán electrodos propios para la edad
pediátrica y en caso de no disponer de ellos, no se usará el DESA.","Si la parada cardiorrespiratoria ha sido presenciada, debe utilizarse el DESA en
cuanto se tenga disponible.","Si un paciente portador de un DAI (desfibrilador automático implantable) sufre una
PCR, no está indicado el uso del DESA porque es el DAI el que deberá realizar
las descargas.","Ante una PCR en una persona portadora de marcapasos, no se tendrá en cuenta
la ubicación del mismo para la colocación de los electrodos del DESA.
RESERVA (Preguntas R1 a R10)
R1. El sistema GRADE valora la calidad de la evidencia de los estudios en los
siguientes niveles:
a) Alta, moderada, baja y muy baja.
b) I, IIa, IIb, IIIa, IIIb, IIIc, IV y V.
c) A, B, C, D, E, F y G.
d) 1,2, 3a, 3b, 4 y 5.
R2. Es una teoría psicológica del envejecimiento:
a) Teoría individualista de Jung.
b) Teoría de la liberación.
c) Teoría de la actividad.
d) Teoría de la continuidad.
R3. Los centros sanitarios revisarán que los profesionales sanitarios de su plantilla
cumplen los requisitos necesarios para ejercer la profesión conforme a lo
previsto en la Ley 44/2003, de 21 de noviembre, de Ordenación de Profesiones
Sanitarias y en las demás normas aplicables:
a) Cada dos años como mínimo.
b) Cada tres años como mínimo.
c) Cada cuatro años como mínimo.
d) Cada cinco años como mínimo.
R4. Respecto a la sobredosificación de los anticoagulantes orales, ¿Cuál de las
siguientes asociaciones (anticoagulante: antídoto) no es correcta?
a) Dabigatrán : Idarucizumab.
b) Warfarina : Fitomenadiona.
c) Apixabán : Idarucizumab.
d) Acenocumarol: Fitomenadiona.
R5. Según la Ley Orgánica 3/2021, de 24 de marzo, de regulación de la eutanasia,
existirá una Comisión multidisciplinar de Garantía y Evaluación en cada una de
las Comunidades Autónomas, que incluirá personal médico, de enfermería y
juristas. ¿Cuál es el número mínimo de miembros que debe incluir esta
Comisión?
a) 4.
b) 5.
c) 6.
d) 7.
R6. Con respecto a la Estrategia 4x4 para la prevención y control de las
enfermedades no transmisibles (ENT) es falso que:
a) Prioriza el abordaje de los cuatro principales factores de riesgo para las cuatro
principales enfermedades crónicas.
b) Alimentación no saludable, inactividad física, consumo de alcohol y consumo de
tabaco son los factores de riesgo priorizados.
c) Enfermedad cardiovascular, cáncer, enfermedad respiratoria crónica y diabetes
son las ENT que pueden evitarse.
d) Incluye la contaminación del aire como factor de riesgo y la salud mental como
enfermedad.
R7. Señala la respuesta correcta en relación a los signos y los síntomas que se
producen en la segunda etapa de la enfermedad de Lyme:
a) Erupción en diana con un diámetro menor de 2 cm y bordes blanquecinos.
b) Hipotermia, cefalea, escalofríos y dolor en la zona de la picadura.
c) Entumecimiento general, alteraciones del ritmo cardíaco y parálisis del nervio
facial.
d) No presentan secuela alguna.
R8. La medida epidemiológica que lleva incorporado el tiempo de forma específica
es:
a) Riesgo.
b) Razón.
c) Tasa.
d) Proporción.
R9. Según los datos publicados por el EPINE 2022 (Estudio de Prevalencia de las
Infecciones Nosocomiales en España), la prevalencia de la localización de las
infecciones relacionadas con la asistencia sanitaria (IRAS) en orden
decreciente fue:
a) Respiratorias, urinarias, quirúrgicas, COVID-19 y bacteriemias e IAC (Infecciones
asociadas a catéter).
b) Quirúrgicas, urinarias, respiratorias, bacteriemias e IAC (Infecciones asociadas a
catéter) y COVID-19.
c) Bacteriemias e IAC (Infecciones asociadas a catéter), respiratorias, COVID-19,
quirúrgicas, urinarias.
d) Urinarias, quirúrgicas, respiratorias, bacteriemias e IAC (Infecciones asociadas a
catéter) y COVID-19.
R10. Qué incidentes quedan excluidos de la notificación al Sistema de Notificación
y Aprendizaje para la Seguridad del Paciente (SiNASP):
a) Incidentes relacionados con la seguridad que no llegaron al paciente.
b) Incidentes sin daño.
c) Eventos adversos.
d) Infracciones graves con implicaciones legales."
PV2022,1,"Ariketa / Ejercicio 1
A Eredua / Modelo A
PREGUNTAS
1.- ¿Cuál de los siguientes NO es un patrón funcional de salud de Gordon?",Eliminación.,Respiración.,Autoimagen-autoconcepto.,Sexualidad-reproducción.
PV2022,2,"La teoría del déficit de autocuidado de Dorothea Orem está compuesta por las
siguientes teorías:",Teorías del cuidado dependiente e independiente.,Teoría del autocuidado y teoría de las necesidades.,Teoría de adaptación al cuidado y la teoría de la diversidad.,"Teoría de autocuidado, teoría del cuidado dependiente, teoría del déficit de autocuidado,
teoría de sistemas enfermeros."
PV2022,3,"¿Cuál de las siguientes afirmaciones se corresponde con el modelo de Virginia
Henderson?",Considera que la práctica de la enfermera es dependiente de la práctica médica.,La atención de enfermería se basa en las 12 necesidades básicas.,"La enfermera trabaja en interdependencia con otros profesionales sanitarios y con
el paciente.",La enfermera trabaja para ayudar solo a la persona enferma.
PV2022,4,Seleccione la respuesta correcta sobre el proceso enfermero.,El uso del proceso enfermero es la base del pensamiento crítico.,"El proceso enfermero únicamente sirve para la planificación y documentación formal
de los cuidados.","El proceso enfermero es un proceso lineal que comienza con la valoración y finaliza con
la evaluación.",En el proceso enfermero no se debe aplicar el pensamiento crítico de cada profesional.
PV2022,2,5.- La etapa de valoración del proceso enfermero es:,La valoración únicamente sirve para identificar problemas reales del estado de salud.,La valoración debe ser totalmente objetiva y no se debe aplicar el razonamiento clínico.,"La valoración consta de 6 etapas: recogida de datos; identificación de claves y
elaboración de inferencias; validación de datos; agrupación de los datos relacionados;
identificación de patrones y comprobación de primeras impresiones; información y
registro de datos.","La valoración no debe ser priorizada, debe ser integral y valorar a la persona en su
globalidad."
PV2022,6,Seleccione la respuesta INCORRECTA sobre los diagnósticos enfermeros.,"La NANDA International revisa y actualiza periódicamente los diagnósticos
enfermeros.","Un diagnóstico enfermero puede focalizarse en un problema, un riesgo potencial o un
estado de promoción de salud.","Un diagnóstico enfermero proporciona las bases para la selección de las intervenciones
enfermeras.","La taxonomía de la NANDA International clasifica los diagnósticos enfermeros según
el modelo de necesidades de Henderson."
PV2022,7,Seleccione la respuesta INCORRECTA sobre las intervenciones de enfermería.,"Las intervenciones de enfermería recogidas en la taxonomía NIC se encuentran
codificadas y organizadas en 7 dominios.","Las intervenciones de enfermería recogidas en la taxonomía NIC derivan únicamente
de los diagnósticos enfermeros.","La selección de una intervención de la taxonomía NIC debe ser posterior a la elección
de un resultado de enfermería (NOC).",La NIC se encuentra en continua revisión y ampliación de las intervenciones.
PV2022,8,¿Cuál de los siguientes NO es un requisito a tener en cuenta a la hora de escuchar?,Establecer una distancia próxima con el paciente.,Suspender todo tipo de juicios o prejuicios sobre la persona que está hablando.,Respeto o aceptación incondicional de la persona.,Adoptar una actitud empática.
PV2022,9,¿Cuál NO es un objetivo de la relación de ayuda?,Ayudar al paciente a captar sus problemas.,Ayudar al paciente a reconocer lo que es adecuado para él.,Ayudar al paciente a ensayar nuevos modelos de comportamiento.,Ayudar al paciente a comunicar.
PV2022,3,"10- ¿En qué nivel de prevención se incluye la realización de cribaje (screening) con el
objetivo de conseguir un diagnóstico precoz de una enfermedad? (P. ej. realización
de mamografías para la detección precoz del cáncer de mama.)",Prevención primaria.,Prevención secundaria.,Prevención terciaria.,Prevención cuaternaria.
